date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:38:36	104484/104484	---M--	200	added ('OK')	text/css	date:Wed,%2019%20Jul%202023%2011:13:56%20GMT	https://aayushassociates.com/food-social2/wp-includes/css/dist/block-library/style.min.css?ver=6.3.2	E:/Food%20Social/aayushassociates.com/food-social2/wp-includes/css/dist/block-library/style.mine35d.css	(from https://aayushassociates.com/food-social2/)
11:38:36	3351/3351	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Sep%202023%2006:02:43%20GMT	https://aayushassociates.com/food-social2/wp-content/plugins/delicious-recipes//assets/lib/owl-carousel/owl.carousel.min.css?ver=2.3.4	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/plugins/delicious-recipes/assets/lib/owl-carousel/owl.carousel.min531b.css	(from https://aayushassociates.com/food-social2/)
11:38:37	39585/39585	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Sep%202023%2006:02:43%20GMT	https://aayushassociates.com/food-social2/wp-content/plugins/delicious-recipes//assets/build/publicCSS.css?ver=6.3.2	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/plugins/delicious-recipes/assets/build/publicCSSe35d.css	(from https://aayushassociates.com/food-social2/)
11:38:37	16964/16964	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Sep%202023%2005:56:08%20GMT	https://aayushassociates.com/food-social2/wp-content/themes/yummy-bites/css/animate.min.css?ver=3.5.2	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/themes/yummy-bites/css/animate.min49eb.css	(from https://aayushassociates.com/food-social2/)
11:38:38	133804/133804	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Sep%202023%2006:02:43%20GMT	https://aayushassociates.com/food-social2/wp-content/plugins/delicious-recipes//assets/public/css/min/delicious-recipes-public.min.css?ver=1.5.4	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/plugins/delicious-recipes/assets/public/css/min/delicious-recipes-public.min357c.css	(from https://aayushassociates.com/food-social2/)
11:38:38	13577/13577	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://aayushassociates.com/food-social2/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	E:/Food%20Social/aayushassociates.com/food-social2/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://aayushassociates.com/food-social2/)
11:38:38	7284/7284	---M--	200	added ('OK')	application/javascript	date:Wed,%2011%20Oct%202023%2015:47:36%20GMT	https://aayushassociates.com/food-social2/wp-content/plugins/e2pdf/js/e2pdf.frontend.js?ver=1.20.22	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/plugins/e2pdf/js/e2pdf.frontend7c05.js	(from https://aayushassociates.com/food-social2/)
11:38:39	87482/87482	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20May%202023%2011:33:36%20GMT	https://aayushassociates.com/food-social2/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	E:/Food%20Social/aayushassociates.com/food-social2/wp-includes/js/jquery/jquery.min3088.js	(from https://aayushassociates.com/food-social2/)
11:38:40	163705/163705	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Sep%202023%2005:56:08%20GMT	https://aayushassociates.com/food-social2/wp-content/themes/yummy-bites/style.min.css?ver=1.0.6	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/themes/yummy-bites/style.min0ba6.css	(from https://aayushassociates.com/food-social2/)
11:38:40	1422/1422	---MCZ	200	added ('OK')	application/json	date:Thu,%2019%20Oct%202023%2006:38:31%20GMT	https://aayushassociates.com/food-social2/wp-json/wp/v2/pages/259	E:/Food%20Social/aayushassociates.com/food-social2/wp-json/wp/v2/pages/259.json	(from https://aayushassociates.com/food-social2/)
11:38:40	226969/226969	---MCZ	200	added ('OK')	application/json	date:Thu,%2019%20Oct%202023%2006:38:31%20GMT	https://aayushassociates.com/food-social2/wp-json/	E:/Food%20Social/aayushassociates.com/food-social2/wp-json/index.html	(from https://aayushassociates.com/food-social2/)
11:38:41	912/912	---MCZ	200	added ('OK')	text/xml	date:Thu,%2019%20Oct%202023%2006:38:32%20GMT	https://aayushassociates.com/food-social2/xmlrpc.php?rsd	E:/Food%20Social/aayushassociates.com/food-social2/xmlrpc0db0.php	(from https://aayushassociates.com/food-social2/)
11:38:42	2470/2470	---MCZ	200	added ('OK')	application/json	date:Thu,%2019%20Oct%202023%2006:38:34%20GMT	https://aayushassociates.com/food-social2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Faayushassociates.com%2Ffood-social2%2F	E:/Food%20Social/aayushassociates.com/food-social2/wp-json/oembed/1.0/embed99ee.json	(from https://aayushassociates.com/food-social2/)
11:38:43	2534/2534	---MCZ	200	added ('OK')	text/xml	date:Thu,%2019%20Oct%202023%2006:38:35%20GMT	https://aayushassociates.com/food-social2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Faayushassociates.com%2Ffood-social2%2F&format=xml	E:/Food%20Social/aayushassociates.com/food-social2/wp-json/oembed/1.0/embeda0a8	(from https://aayushassociates.com/food-social2/)
11:38:44	8541/8541	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Sep%202023%2006:09:17%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2022/12/cropped-logo-150x150.png	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2022/12/cropped-logo-150x150.png	(from https://aayushassociates.com/food-social2/)
11:38:44	14771/14771	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Sep%202023%2006:09:17%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2022/12/cropped-logo-300x300.png	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2022/12/cropped-logo-300x300.png	(from https://aayushassociates.com/food-social2/)
11:38:45	36939/36939	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Sep%202023%2000:28:10%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2023/09/logo-food.jpg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2023/09/logo-food.jpg	(from https://aayushassociates.com/food-social2/)
11:38:48	118113/118113	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:37%20GMT	https://aayushassociates.com/food-social2/registration/	E:/Food%20Social/aayushassociates.com/food-social2/registration/index.html	(from https://aayushassociates.com/food-social2/)
11:38:48	121412/121412	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:37%20GMT	https://aayushassociates.com/food-social2/recipe-course/beverages/	E:/Food%20Social/aayushassociates.com/food-social2/recipe-course/beverages/index.html	(from https://aayushassociates.com/food-social2/)
11:38:49	28665/28665	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2013%20Sep%202023%2006:02:43%20GMT	https://aayushassociates.com/food-social2/wp-content/plugins/delicious-recipes/assets/images/sprite.svg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/plugins/delicious-recipes/assets/images/sprite.svg	(from https://aayushassociates.com/food-social2/)
11:38:50	322704/322704	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:37%20GMT	https://aayushassociates.com/food-social2/courses/	E:/Food%20Social/aayushassociates.com/food-social2/courses/index.html	(from https://aayushassociates.com/food-social2/)
11:38:50	138635/138635	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:41%20GMT	https://aayushassociates.com/food-social2/recipe-course/appetizer/	E:/Food%20Social/aayushassociates.com/food-social2/recipe-course/appetizer/index.html	(from https://aayushassociates.com/food-social2/)
11:38:50	59035/59035	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202023%2016:11:40%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2023/10/Jumbo-Apple-Pie-Muffins-2-scaled-1-552x720-1-380x515.jpeg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2023/10/Jumbo-Apple-Pie-Muffins-2-scaled-1-552x720-1-380x515.jpg	(from https://aayushassociates.com/food-social2/)
11:38:53	160381/160381	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:42%20GMT	https://aayushassociates.com/food-social2/recipe/pizza-dough-recipe/	E:/Food%20Social/aayushassociates.com/food-social2/recipe/pizza-dough-recipe/index.html	(from https://aayushassociates.com/food-social2/)
11:38:53	152732/152732	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:43%20GMT	https://aayushassociates.com/food-social2/blog/	E:/Food%20Social/aayushassociates.com/food-social2/blog/index.html	(from https://aayushassociates.com/food-social2/)
11:38:54	92245/92245	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:43%20GMT	https://aayushassociates.com/food-social2/contact/	E:/Food%20Social/aayushassociates.com/food-social2/contact/index.html	(from https://aayushassociates.com/food-social2/)
11:38:56	153319/153319	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:45%20GMT	https://aayushassociates.com/food-social2/recipe/slow-cooker-apple-sauce/	E:/Food%20Social/aayushassociates.com/food-social2/recipe/slow-cooker-apple-sauce/index.html	(from https://aayushassociates.com/food-social2/)
11:38:57	165094/165094	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:46%20GMT	https://aayushassociates.com/food-social2/recipe/jumbo-apple-pie-muffins/	E:/Food%20Social/aayushassociates.com/food-social2/recipe/jumbo-apple-pie-muffins/index.html	(from https://aayushassociates.com/food-social2/)
11:38:59	43976/43976	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202023%2016:01:10%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2023/10/ApplePieIceCream1-480x720-1-380x515.jpeg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2023/10/ApplePieIceCream1-480x720-1-380x515.jpg	(from https://aayushassociates.com/food-social2/)
11:38:59	160710/160710	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:48%20GMT	https://aayushassociates.com/food-social2/recipe/diy-honey-mamas-chocolate/	E:/Food%20Social/aayushassociates.com/food-social2/recipe/diy-honey-mamas-chocolate/index.html	(from https://aayushassociates.com/food-social2/)
11:39:00	35344/35344	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202023%2016:06:41%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2023/10/DIY-Honey-Mamas-Chocolate-735x720-1-380x515.jpg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2023/10/DIY-Honey-Mamas-Chocolate-735x720-1-380x515.jpg	(from https://aayushassociates.com/food-social2/)
11:39:00	46843/46843	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Oct%202023%2004:25:41%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2023/10/Peach-Cherry-Crisps-8-480x720-1-380x515.jpeg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2023/10/Peach-Cherry-Crisps-8-480x720-1-380x515.jpg	(from https://aayushassociates.com/food-social2/)
11:39:00	141900/141900	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:46%20GMT	https://aayushassociates.com/food-social2/recipe-course/desserts/	E:/Food%20Social/aayushassociates.com/food-social2/recipe-course/desserts/index.html	(from https://aayushassociates.com/food-social2/)
11:39:01	32364/32364	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Oct%202023%2004:21:53%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2023/10/Eggless-Lemon-Curd-720x720-1-380x515.jpg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2023/10/Eggless-Lemon-Curd-720x720-1-380x515.jpg	(from https://aayushassociates.com/food-social2/)
11:39:02	159749/159749	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:51%20GMT	https://aayushassociates.com/food-social2/recipe/apple-pie-ice-cream/	E:/Food%20Social/aayushassociates.com/food-social2/recipe/apple-pie-ice-cream/index.html	(from https://aayushassociates.com/food-social2/)
11:39:03	49906/49906	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202023%2016:11:40%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2023/10/Jumbo-Apple-Pie-Muffins-2-scaled-1-552x720-1-350x457.jpeg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2023/10/Jumbo-Apple-Pie-Muffins-2-scaled-1-552x720-1-350x457.jpg	(from https://aayushassociates.com/food-social2/)
11:39:04	165229/165229	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:52%20GMT	https://aayushassociates.com/food-social2/recipe/apple-butter-crumb-bars/	E:/Food%20Social/aayushassociates.com/food-social2/recipe/apple-butter-crumb-bars/index.html	(from https://aayushassociates.com/food-social2/)
11:39:04	30451/30451	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202023%2016:06:41%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2023/10/DIY-Honey-Mamas-Chocolate-735x720-1-350x457.jpg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2023/10/DIY-Honey-Mamas-Chocolate-735x720-1-350x457.jpg	(from https://aayushassociates.com/food-social2/)
11:39:05	9436/9436	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2003:46:57%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2022/12/18E94DA0-C2FB-44E6-9057-C1D17D57385C-960x720-1-124x166.jpeg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2022/12/18E94DA0-C2FB-44E6-9057-C1D17D57385C-960x720-1-124x166.jpg	(from https://aayushassociates.com/food-social2/)
11:39:06	162092/162092	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:54%20GMT	https://aayushassociates.com/food-social2/recipe/eggless-lemon-curd/	E:/Food%20Social/aayushassociates.com/food-social2/recipe/eggless-lemon-curd/index.html	(from https://aayushassociates.com/food-social2/)
11:39:06	162181/162181	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:54%20GMT	https://aayushassociates.com/food-social2/recipe/peach-cherry-crisps/	E:/Food%20Social/aayushassociates.com/food-social2/recipe/peach-cherry-crisps/index.html	(from https://aayushassociates.com/food-social2/)
11:39:06	7059/7059	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Sep%202023%2012:01:32%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2022/12/Chicken-Kale-and-Butternut-Soup-resized-480x720-1-124x166.jpg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2022/12/Chicken-Kale-and-Butternut-Soup-resized-480x720-1-124x166.jpg	(from https://aayushassociates.com/food-social2/)
11:39:06	7450/7450	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2005:11:16%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2022/12/shutterstock_1503254087_1_1200x-864x720-1-124x166.jpeg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2022/12/shutterstock_1503254087_1_1200x-864x720-1-124x166.jpg	(from https://aayushassociates.com/food-social2/)
11:39:07	37648/37648	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Oct%202023%2016:01:10%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2023/10/ApplePieIceCream1-480x720-1-350x457.jpeg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2023/10/ApplePieIceCream1-480x720-1-350x457.jpg	(from https://aayushassociates.com/food-social2/)
11:39:09	26096/26096	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Sep%202023%2006:06:33%20GMT	https://aayushassociates.com/food-social2/wp-content/uploads/2023/09/image-author.jpg	E:/Food%20Social/aayushassociates.com/food-social2/wp-content/uploads/2023/09/image-author.jpg	(from https://aayushassociates.com/food-social2/)
11:39:10	168262/168262	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:58%20GMT	https://aayushassociates.com/food-social2/recipe/pumpkin-peanut-butter-breakfast-cookies/	E:/Food%20Social/aayushassociates.com/food-social2/recipe/pumpkin-peanut-butter-breakfast-cookies/index.html	(from https://aayushassociates.com/food-social2/)
11:39:11	168925/168925	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:59%20GMT	https://aayushassociates.com/food-social2/recipe/gluten-free-jalapeno-cornbread-muffins/	E:/Food%20Social/aayushassociates.com/food-social2/recipe/gluten-free-jalapeno-cornbread-muffins/index.html	(from https://aayushassociates.com/food-social2/)
11:39:11	163042/163042	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:38:59%20GMT	https://aayushassociates.com/food-social2/recipe/indian-whole-grilled-chicken/	E:/Food%20Social/aayushassociates.com/food-social2/recipe/indian-whole-grilled-chicken/index.html	(from https://aayushassociates.com/food-social2/)
11:39:12	774/774	---M--	200	added ('OK')	image/png	etag:%22306-5fb19966c7e00%22	https://demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/Solaytic.png	E:/Food%20Social/demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/Solaytic.png	(from https://aayushassociates.com/food-social2/)
11:39:13	137699/137699	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:39:01%20GMT	https://aayushassociates.com/food-social2/recipe-course/baked-goods/	E:/Food%20Social/aayushassociates.com/food-social2/recipe-course/baked-goods/index.html	(from https://aayushassociates.com/food-social2/)
11:39:15	657/657	---M--	200	added ('OK')	image/png	etag:%22291-5fb1995a620c0%22	https://demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/Aven.png	E:/Food%20Social/demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/Aven.png	(from https://aayushassociates.com/food-social2/)
11:39:15	123276/123276	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:39:05%20GMT	https://aayushassociates.com/food-social2/recipe-course/dairy/	E:/Food%20Social/aayushassociates.com/food-social2/recipe-course/dairy/index.html	(from https://aayushassociates.com/food-social2/)
11:39:16	140888/140888	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:39:05%20GMT	https://aayushassociates.com/food-social2/recipe-course/entrees/	E:/Food%20Social/aayushassociates.com/food-social2/recipe-course/entrees/index.html	(from https://aayushassociates.com/food-social2/)
11:39:17	557/557	---M--	200	added ('OK')	image/png	etag:%2222d-5fb1993fae1c0%22	https://demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/Vector.png	E:/Food%20Social/demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/Vector.png	(from https://aayushassociates.com/food-social2/)
11:39:17	124740/124740	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:39:06%20GMT	https://aayushassociates.com/food-social2/recipe-course/glutten-free/	E:/Food%20Social/aayushassociates.com/food-social2/recipe-course/glutten-free/index.html	(from https://aayushassociates.com/food-social2/)
11:39:18	753/753	---M--	200	added ('OK')	image/png	etag:%222f1-5fb198921c840%22	https://demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/press-3.png	E:/Food%20Social/demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/press-3.png	(from https://aayushassociates.com/food-social2/)
11:39:19	140777/140777	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:39:08%20GMT	https://aayushassociates.com/food-social2/recipe-course/sauces-dressings/	E:/Food%20Social/aayushassociates.com/food-social2/recipe-course/sauces-dressings/index.html	(from https://aayushassociates.com/food-social2/)
11:39:19	142952/142952	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:39:08%20GMT	https://aayushassociates.com/food-social2/recipe-course/salads/	E:/Food%20Social/aayushassociates.com/food-social2/recipe-course/salads/index.html	(from https://aayushassociates.com/food-social2/)
11:39:20	649/649	---M--	200	added ('OK')	image/png	etag:%22289-5fb198a9f4080%22	https://demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/press-4.png	E:/Food%20Social/demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/press-4.png	(from https://aayushassociates.com/food-social2/)
11:39:20	140664/140664	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:39:10%20GMT	https://aayushassociates.com/food-social2/recipe-course/side-dishes/	E:/Food%20Social/aayushassociates.com/food-social2/recipe-course/side-dishes/index.html	(from https://aayushassociates.com/food-social2/)
11:39:21	587/587	---M--	200	added ('OK')	image/png	etag:%2224b-5fb19916ac100%22	https://demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/press-5.png	E:/Food%20Social/demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/press-5.png	(from https://aayushassociates.com/food-social2/)
11:39:21	1418/1418	---M--	200	added ('OK')	image/png	etag:%2258a-5fb198ce31600%22	https://demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/logo-white.png	E:/Food%20Social/demo.wpdelicious.com/yummy-bites/wp-content/uploads/sites/6/2022/12/logo-white.png	(from https://aayushassociates.com/food-social2/)
11:39:22	126977/126977	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:39:12%20GMT	https://aayushassociates.com/food-social2/recipe-course/snacks/	E:/Food%20Social/aayushassociates.com/food-social2/recipe-course/snacks/index.html	(from https://aayushassociates.com/food-social2/)
11:39:23	139157/139157	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202023%2006:39:12%20GMT	https://aayushassociates.com/food-social2/recipe-course/soups/	E:/Food%20Social/aayushassociates.com/food-social2/recipe-course/soups/index.html	(from https://aayushassociates.com/food-social2/)
